,城市,编号
2597,吉首,101251501
2598,古丈,101251504
2599,龙山,101251507
2600,玉屏,101260603
2601,碧江,101260606
2602,沿河,101260609
2603,赫章,101260702
2604,大方,101260705
2605,黔西,101260708
2606,盘州,101260804
2607,成都,101270101
2608,温江,101270104
2609,郫都,101270107
2610,米易,101270203
2611,西区,101270206
2612,武胜,101270803
2613,前锋,101270806
2614,通江,101270902
2615,巴州,101270905
2616,宜宾县,101271103
2617,长宁,101271106
2618,筠连,101271109
2619,东兴,101271202
2620,隆昌,101271205
2621,资阳,101271301
2622,井研,101271403
2623,峨边,101271406
2624,峨眉山,101271409
2625,五通桥,101271412
2626,仁寿,101271502
2627,丹棱,101271505
2628,乳源,101280202
2629,乐昌,101280205
2630,新丰,101280208
2631,武江,101280211
2632,惠州,101280301
2633,惠东,101280304
2634,丰顺,101280406
2635,梅县,101280409
2636,潮州,101281501
2637,湘桥,101281504
2638,高州,101282002
2639,信宜,101282005
2640,沾益,101290402
2641,马龙,101290405
2642,会泽,101290408
2643,保山,101290501
2644,施甸,101290504
2645,鲁甸,101291002
2646,威信,101291005
2647,永善,101291008
2648,水富,101291011
2649,临沧,101291101
2650,双江,101291104
2651,云县,101291107
2652,南宁,101300101
2653,横县,101300104
2654,上林,101300107
2655,青秀,101300110
2656,良庆,101300113
2657,龙州,101300203
2658,扶绥,101300206
2659,龙胜,101300503
2660,兴安,101300506
2661,灌阳,101300509
2662,平乐,101300512
2663,叠彩,101300515
2664,雁山,101300518
2665,九龙,101320102
2666,澳门,101330101
2667,嘉义,101340202
2668,屏东,101340205
2669,彰化,101340403
2670,云林,101340406
2671,延庆,101010800
2672,上海,101020100
2673,虹口,101021600
2674,宝坻,101030300
2675,黔江,101041100
2676,梁平,101042300
2677,沙坪坝,101043800
2678,开州,101044100
2679,呼兰,101050103
2680,依兰,101050106
2681,方正,101050109
2682,五常,101050112
2683,南岗,101050115
2684,松北,101050118
2685,乌伊岭,101050802
2686,嘉荫,101050805
2687,西林,101050808
2688,美溪,101050811
2689,汤旺河,101050814
2690,上甘岭,101050817
2691,大庆,101050901
2692,肇源,101050904
2693,龙凤,101050907
2694,大同,101050910
2695,鹤岗,101051201
2696,向阳,101051204
2697,兴安,101051207
2698,宝清,101051303
2699,尖山,101051306
2700,宝山,101051309
2701,农安,101060102
2702,榆树,101060105
2703,吉林,101060201
2704,蛟河,101060204
2705,昌邑,101060207
2706,丰满,101060210
2707,安图,101060303
2708,延边,101060306
2709,图们,101060309
2710,抚顺,101070401
2711,望花,101070407
2712,平山,101070503
2713,明山,101070506
2714,辽阳,101071001
2715,弓长岭,101071004
2716,宏伟,101071007
2717,赤峰,101080601
2718,林西,101080607
2719,岗子,101080610
2720,宁城,101080613
2721,元宝山,101080616
2722,宝国图,101080619
2723,达拉特,101080703
2724,河南,101080706
2725,杭锦旗,101080709
2726,乌审召,101080712
2727,五原,101080802
2728,大佘太,101080805
2729,海力素,101080808
2730,巴彦淖尔,101080811
2731,阿尔山,101081102
2732,扎赉特,101081105
2733,兴安盟,101081108
2734,阿左旗,101081201
2735,拐子湖,101081204
2736,雅布赖,101081210
2737,阿拉善盟,101081213
2738,井陉,101090102
2739,行唐,101090105
2740,深泽,101090108
2741,平山,101090111
2742,辛集,101090114
2743,新乐,101090117
2744,桥西,101090120
2745,裕华,101090123
2746,徐水,101090204
2747,望都,101090210
2748,莲池,101090213
2749,定州,101090219
2750,衡水,101090801
2751,武强,101090804
2752,故城,101090807
2753,冀州,101090810
2754,桥东,101090903
2755,隆尧,101090906
2756,巨鹿,101090909
2757,平乡,101090912
2758,临西,101090915
2759,任县,101090918
2760,临汾,101100701
2761,隰县,101100704
2762,襄汾,101100707
2763,洪洞,101100710
2764,翼城,101100713
2765,安泽,101100716
2766,稷山,101100803
2767,新绛,101100806
2768,垣曲,101100809
2769,夏县,101100812
2770,临潼,101110103
2771,鄠邑,101110106
2772,碑林,101110109
2773,未央,101110112
2774,礼泉,101110202
2775,泾阳,101110205
2776,彬县,101110208
2777,兴平,101110211
2778,延长,101110301
2779,宜川,101110304
2780,安塞,101110307
2781,黄陵,101110310
2782,宝塔,101110313
2783,宝鸡,101110901
2784,麟游,101110904
2785,扶风,101110907
2786,凤县,101110910
2787,金台,101110913
2788,博山,101120303
2789,沂源,101120306
2790,张店,101120309
2791,武城,101120402
2792,齐河,101120405
2793,平原,101120408
2794,禹城,101120411
2795,烟台,101120501
2796,蓬莱,101120504
2797,栖霞,101120507
2798,莱阳,101120510
2799,莱城,101121602
2800,聊城,101121701
2801,高唐,101121704
2802,临清,101121707
2803,高昌,101130503
2804,轮台,101130602
2805,且末,101130605
2806,和硕,101130608
2807,铁干里克,101130611
2808,巴仑台,101130614
2809,阿拉尔,101130701
2810,伊宁,101131001
2811,伊宁县,101131004
2812,昭苏,101131007
2813,霍尔果斯,101131010
2814,额敏,101131103
2815,乌苏,101131106
2816,伊州,101131202
2817,铁门关,101131901
2818,大通,101150102
2819,城东,101150105
2820,城北,101150108
2821,平安,101150201
2822,互助,101150204
2823,海东,101150207
2824,泽库,101150303
2825,庆阳,101160401
2826,华池,101160404
2827,宁县,101160407
2828,古浪,101160503
2829,永昌,101160602
2830,巩义,101180102
2831,新密,101180105
2832,上街,101180108
2833,管城,101180111
2834,安阳,101180201
2835,内黄,101180204
2836,北关,101180207
2837,南召,101180702
2838,邓州,101180711
2839,卧龙,101180714
2840,开封,101180801
2841,通许,101180804
2842,顺河,101180807
2843,祥符,101180810
2844,孟津,101180903
2845,伊川,101180906
2846,栾川,101180909
2847,老城,101180912
2848,涧西,101180915
2849,台前,101181302
2850,范县,101181305
2851,周口,101181401
2852,淮阳,101181404
2853,项城,101181407
2854,沈丘,101181410
2855,舞阳,101181503
2856,召陵,101181506
2857,宜兴,101190203
2858,滨湖,101190206
2859,丹阳,101190302
2860,丹徒,101190305
2861,黄陂,101200103
2862,东西湖,101200106
2863,硚口,101200109
2864,青山,101200112
2865,襄州,101200202
2866,宜城,101200205
2867,枣阳,101200208
2868,宜昌,101200901
2869,兴山,101200904
2870,当阳,101200907
2871,枝江,101200910
2872,伍家岗,101200913
2873,钟祥,101201402
2874,沙洋,101201405
2875,天门,101201501
2876,海宁,101210303
2877,海盐,101210306
2878,海曙,101210402
2879,奉化,101210405
2880,宁海,101210408
2881,鄞州,101210411
2882,常山,101211002
2883,江山,101211005
2884,含山,101220503
2885,雨山,101220506
2886,怀宁,101220605
2887,岳西,101220608
2888,大观,101220611
2889,黄山,101221001
2890,祁门,101221004
2891,休宁,101221007
2892,明光,101221103
2893,来安,101221106
2894,南谯,101221109
2895,濉溪,101221202
2896,烈山,101221205
2897,诏安,101230607
2898,连城,101230703
2899,永定,101230706
2900,宁化,101230802
2901,将乐,101230805
2902,沙县,101230808
2903,大田,101230811
2904,南平,101230901
2905,新建,101240102
2906,进贤,101240105
2907,青云谱,101240108
2908,九江,101240201
2909,武宁,101240204
2910,湖口,101240207
2911,都昌,101240210
2912,共青城,101240213
2913,攸县,101250302
2914,茶陵,101250305
2915,石峰,101250308
2916,衡阳,101250401
2917,祁东,101250404
2918,衡南,101250407
2919,珠晖,101250410
2920,蒸湘,101250413
2921,嘉禾,101250503
2922,安乡,101250602
2923,澧县,101250605
2924,津市,101250608
2925,保靖,101251502
2926,凤凰,101251505
2927,花垣,101251508
2928,铜仁,101260601
2929,万山,101260604
2930,印江,101260607
2931,德江,101260610
2932,金沙,101260703
2933,纳雍,101260706
2934,七星关,101260709
2935,六枝,101260802
2936,钟山,101260805
2937,龙泉驿,101270102
2938,金堂,101270105
2939,攀枝花,101270201
2940,盐边,101270204
2941,广安,101270801
2942,邻水,101270804
2943,南江,101270903
2944,恩阳,101270906
2945,宜宾,101271101
2946,南溪,101271104
2947,高县,101271107
2948,兴文,101271110
2949,威远,101271203
2950,市中,101271206
2951,安岳,101271302
2952,雁江,101271305
2953,乐山,101271401
2954,夹江,101271404
2955,马边,101271407
2956,市中,101271410
2957,金口河,101271413
2958,彭山,101271503
2959,青神,101271506
2960,始兴,101280203
2961,仁化,101280206
2962,曲江,101280209
2963,博罗,101280302
2964,龙门,101280305
2965,大埔,101280404
2966,平远,101280407
2967,饶平,101281502
2968,东莞,101281601
2969,化州,101282003
2970,陆良,101290403
2971,师宗,101290406
2972,宣威,101290409
2973,隆阳,101290502
2974,昌宁,101290505
2975,彝良,101291003
2976,巧家,101291006
2977,盐津,101291009
2978,昭阳,101291012
2979,沧源,101291102
2980,凤庆,101291105
2981,镇康,101291108
2982,兴宁,101300102
2983,隆安,101300105
2984,武鸣,101300108
2985,江南,101300111
2986,崇左,101300201
2987,凭祥,101300204
2988,宁明,101300207
2989,桂林,101300501
2990,永福,101300504
2991,灵川,101300507
2992,阳朔,101300510
2993,荔浦,101300513
2994,象山,101300516
2995,新界,101320103
2996,氹仔岛,101330102
2997,台南,101340203
2998,台中,101340401
2999,南投,101340404
3000,津南,101031000
3001,丰都,101043000
3002,九龙坡,101043900
3003,龙江,101050203
3004,依安,101050206
3005,克东,101050209
3006,建华,101050212
3007,富拉尔基,101050215
3008,梨树,101060403
3009,铁西,101060406
3010,宽甸,101070603
3011,振兴,101070606
3012,铁岭,101071101
3013,西丰,101071104
3014,清河,101071107
3015,满城,101090202
3016,曲阳,101090214
3017,安国,101090220
3018,定兴,101090223
3019,清徐,101100102
3020,古交,101100105
3021,迎泽,101100108
3022,晋源,101100111
3023,山阴,101100903
3024,怀仁,101100906
3025,福山,101120508
3026,海阳,101120511
3027,郓城,101121003
3028,巨野,101121006
3029,单县,101121009
3030,阿克苏,101130801
3031,拜城,101130804
3032,库车,101130807
3033,林周,101140104
3034,达孜,101140107
3035,兴海,101150406
3036,成县,101161002
3037,康县,101161005
3038,徽县,101161008
3039,常熟,101190402
3040,吴中,101190405
3041,太仓,101190408
3042,梁子湖,101200302
3043,仙桃,101201601
3044,诸暨,101210502
3045,嵊州,101210505
3046,砀山,101220702
3047,萧县,101220705
3048,福州,101230101
3049,罗源,101230104
3050,永泰,101230107
3051,长乐,101230110
3052,马尾,101230113
3053,武夷山,101230905
3054,松溪,101230908
3055,延平,101230911
3056,上饶,101240301
3057,信州,101240304
3058,德兴,101240307
3059,横峰,101240310
3060,广丰,101240313
3061,资兴,101250507
3062,永兴,101250510
3063,华容,101251002
3064,平江,101251005
3065,云溪,101251008
3066,蒲江,101270109
3067,彭州,101270112
3068,青白江,101270115
3069,金牛,101270118
3070,简阳,101270121
3071,兴宁,101280402
3072,五华,101280408
3073,中山,101281701
3074,陆丰,101282103
3075,西畴,101290602
3076,砚山,101290605
3077,富宁,101290608
3078,金秀,101300403
3079,合山,101300406
3080,北京,101010100
3081,齐齐哈尔,101050201
3082,甘南,101050204
3083,拜泉,101050207
3084,泰来,101050210
3085,铁锋,101050213
3086,碾子山,101050216
3087,四平,101060401
3088,公主岭,101060404
3089,铁东,101060407
3090,丹东,101070601
3091,东港,101070604
3092,振安,101070607
3093,开原,101071102
3094,调兵山,101071105
3095,高碑店,101090221
3096,清苑,101090224
3097,阳曲,101100103
3098,尖草坪区,101100106
3099,杏花岭,101100109
3100,朔州,101100901
3101,右玉,101100904
3102,朔城,101100907
3103,牟平,101120509
3104,芝罘,101120512
3105,菏泽,101121001
3106,东明,101121004
3107,曹县,101121007
3108,牡丹,101121010
3109,乌什,101130802
3110,新和,101130805
3111,柯坪,101130808
3112,当雄,101140102
3113,堆龙德庆,101140105
3114,墨竹工卡,101140108
3115,共和,101150401
3116,贵德,101150404
3117,贵南,101150407
3118,文县,101161003
3119,西和,101161006
3120,两当,101161009
3121,张家港,101190403
3122,虎丘,101190406
3123,相城,101190409
3124,华容,101200303
3125,上虞,101210503
3126,柯桥,101210506
3127,灵璧,101220703
3128,埇桥,101220706
3129,闽清,101230102
3130,连江,101230105
3131,平潭,101230108
3132,福清,101230111
3133,晋安,101230114
3134,浦城,101230906
3135,政和,101230909
3136,鄱阳,101240302
3137,余干,101240305
3138,上饶县,101240308
3139,铅山,101240311
3140,汝城,101250508
3141,桂东,101250511
3142,湘阴,101251003
3143,临湘,101251006
3144,君山,101251009
3145,水城,101260801
3146,新津,101270110
3147,邛崃,101270113
3148,锦江,101270116
3149,武侯,101270119
3150,蕉岭,101280403
3151,汕尾,101282101
3152,陆河,101282104
3153,马关,101290603
3154,丘北,101290606
3155,来宾,101300401
3156,象州,101300404
3157,兴宾,101300407
3158,门头沟,101011400
3159,北辰,101030600
3160,北碚,101040800
3161,大足,101042600
3162,讷河,101050202
3163,富裕,101050205
3164,克山,101050208
3165,龙沙,101050211
3166,昂昂溪,101050214
3167,梅里斯,101050217
3168,双辽,101060402
3169,伊通,101060405
3170,凤城,101070602
3171,元宝,101070605
3172,昌图,101071103
3173,银州,101071106
3174,保定,101090201
3175,顺平,101090216
3176,涞水,101090222
3177,博野,101090225
3178,太原,101100101
3179,娄烦,101100104
3180,小店区,101100107
3181,万柏林,101100110
3182,平鲁,101100902
3183,应县,101100905
3184,莱山,101120513
3185,鄄城,101121002
3186,定陶,101121005
3187,成武,101121008
3188,温宿,101130803
3189,沙雅,101130806
3190,阿瓦提,101130809
3191,尼木,101140103
3192,曲水,101140106
3193,城关,101140109
3194,海南,101150402
3195,同德,101150408
3196,武都,101161001
3197,宕昌,101161004
3198,礼县,101161007
3199,陇南,101161010
3200,苏州,101190401
3201,昆山,101190404
3202,吴江,101190407
3203,姑苏,101190410
3204,鄂州,101200301
3205,鄂城,101200304
3206,越城,101210501
3207,新昌,101210504
3208,绍兴,101210507
3209,宿州,101220701
3210,泗县,101220704
3211,闽侯,101230103
3212,鼓楼,101230106
3213,台江,101230109
3214,仓山,101230112
3215,邵武,101230904
3216,建阳,101230907
3217,建瓯,101230910
3218,婺源,101240303
3219,万年,101240306
3220,弋阳,101240309
3221,玉山,101240312
3222,北湖,101250506
3223,安仁,101250509
3224,苏仙,101250512
3225,岳阳,101251001
3226,汨罗,101251004
3227,岳阳楼区,101251007
3228,大邑,101270108
3229,都江堰,101270111
3230,崇州,101270114
3231,青羊,101270117
3232,成华,101270120
3233,梅州,101280401
3234,海丰,101282102
3235,文山,101290601
3236,麻栗坡,101290604
3237,广南,101290607
3238,忻城,101300402
3239,武宣,101300405
